ZCTA,Total_Population,Male_Under_5,Male_5_to_9,Male_10_to_14,Male_15_to_17,Male_18_to_19,Male_22_to_24,Male_25_to_29,Male_30_to_34,Male_35_to_39,Male_40_to_44,Male_45_to_49,Male_50_to_54,Male_55_to_59,Male_60_to_61,Male_62_to_64,Male_65_to_66,Male_67_to_69,Male_70_to_74,Male_75_to_79,Male_80_to_84,Male_85_plus,Female_Under_5,Female_5_to_9,Female_10_to_14,Female_15_to_17,Female_18_to_19,Female_22_to_24,Female_25_to_29,Female_30_to_34,Female_35_to_39,Female_40_to_44,Female_45_to_49,Female_50_to_54,Female_55_to_59,Female_60_to_61,Female_62_to_64,Female_65_to_66,Female_67_to_69,Female_70_to_74,Female_75_to_79,Female_80_to_84,Female_85_plus,Total_Race,White_Alone,Black_Alone,AI_AN_Alone,Asian_Alone,NHPI_Alone,Other_Race_Alone,Two_or_More_Races,Total_Ethnicity,Not_Hispanic,Hispanic_Latino,Total_Education,Male_Less_9th,Male_Some_HS,Male_HS_Grad,Male_Some_College,Male_Associates,Male_Bachelors,Male_Graduate,Female_Less_9th,Female_Some_HS,Female_HS_Grad,Female_Some_College,Female_Associates,Female_Bachelors,Female_Graduate,Total_Employment,In_Labor_Force,Civilian_Labor_Force,Employed,Unemployed,Armed_Forces,Not_in_Labor_Force,Median_Household_Income,Per_Capita_Income,Total_Households,Population_Under_18,Population_18_to_64,Population_65_plus,Working_Age_25_54,Less_than_HS,HS_Grad_or_Equivalent,Some_College,Associates_Degree,Bachelors_or_Higher,Labor_Force_Participation_Rate,Unemployment_Rate,Pct_White,Pct_Black,Pct_Asian,Pct_Hispanic
76133,54241,2648,2629,1956,1021,391,826,2148,1952,1644,1419,1255,1187,2100,648,729,489,554,772,507,352,337,1845,1705,2111,1237,497,1248,2362,1936,1817,1698,1188,1423,2112,739,818,781,875,940,752,552,547,54241,29144,11836,439,1773,92,2417,8540,54241,33702,20539,34633,16093,104,124,487,279,307,231,317,430,4519,694,2945,1288,2464,40738,26468,26432,25206,1226,36,14270,69506.0,32046.0,19147,15152,30137,7458,20029,16944,4643,1181,3224,4290,64.97,4.64,53.73,21.82,3.27,37.87
76134,29211,1039,1333,898,787,160,709,1070,1447,744,968,837,759,682,369,523,195,146,482,246,178,114,955,760,969,776,298,1212,1195,895,958,949,1107,770,824,224,410,278,250,731,280,276,225,29211,11846,9071,106,1326,0,1639,5223,29211,16629,12582,18132,8760,507,32,284,63,247,104,185,209,3092,495,1123,601,1233,22669,15603,15533,13951,1582,70,7066,65516.0,29115.0,9983,7517,17110,3401,11699,9661,3124,779,1186,2185,68.83,10.18,40.55,31.05,4.54,43.07
76135,18648,607,420,689,318,300,477,782,472,758,436,588,463,743,337,448,177,329,399,109,155,64,416,436,495,274,250,420,651,507,492,537,652,520,780,262,364,180,532,463,245,177,235,18648,14360,948,61,94,0,1101,2084,18648,13285,5363,12857,6260,101,0,46,130,105,88,189,89,2180,549,1073,519,706,15409,10049,10038,9355,683,11,5360,69525.0,42940.0,7724,3655,11239,3065,6858,6639,2180,595,1203,1418,65.22,6.8,77.01,5.08,0.5,28.76
76137,58970,2138,1779,1542,1031,663,1185,2109,2718,2359,1886,1911,2157,2036,1021,443,438,559,639,389,130,93,1794,2569,1969,1011,1021,1705,2631,2676,2238,1722,1980,2150,2075,850,646,557,461,992,622,88,122,58970,33432,7398,484,6511,35,5608,5502,58970,44280,14690,38698,18888,244,0,185,201,73,313,129,305,4900,1092,3743,1663,4316,46673,34997,34925,33623,1302,72,11676,86733.0,38491.0,21937,13833,38182,5090,26537,19566,4900,1277,3944,6365,74.98,3.73,56.69,12.55,11.04,24.91
76140,31882,737,1185,1350,1132,585,678,1000,911,1399,1183,791,770,599,400,372,156,571,331,340,101,89,1291,1226,1624,1004,431,660,1149,1199,1047,1314,707,1528,1025,291,409,255,263,480,236,223,158,31882,12446,10746,25,600,101,4535,3429,31882,19560,12322,19297,9013,554,174,192,123,260,131,258,297,3027,436,1488,546,1195,23960,16225,16124,14934,1190,101,7735,70933.0,26323.0,10064,9549,18448,3203,12998,10122,3201,628,1611,2132,67.72,7.38,39.04,33.71,1.88,38.65
76148,24080,757,701,729,531,367,535,932,915,941,878,542,949,910,293,395,299,475,373,187,142,63,563,1013,729,544,164,273,950,799,704,701,782,718,915,379,457,216,609,410,340,108,160,24080,16802,1393,471,1425,40,1111,2838,24080,17143,6937,16542,8294,25,0,123,72,96,183,117,191,3167,770,1263,505,1472,19236,13599,13582,12845,737,17,5637,88121.0,32941.0,8071,5567,14499,3382,9811,8627,3167,893,1335,2256,70.7,5.43,69.78,5.78,5.92,28.81
76155,6295,145,267,42,39,25,87,533,461,736,153,102,86,99,32,34,0,7,24,0,0,0,162,174,242,110,20,100,690,543,346,257,333,93,112,24,27,10,0,0,4,0,0,6295,2133,2646,13,761,28,175,539,6295,4723,1572,4706,2267,28,0,0,45,22,0,24,15,272,226,433,126,666,5263,4649,4649,4626,23,0,614,59653.0,41439.0,3457,1181,4893,45,4333,2334,272,226,478,814,88.33,0.49,33.88,42.03,12.09,24.97
76164,13853,319,500,481,316,240,262,503,417,500,491,489,576,541,230,288,107,147,330,37,56,26,361,408,389,553,315,342,271,781,310,362,322,503,373,180,207,103,206,219,234,62,79,13853,5213,242,97,9,0,5778,2514,13853,1048,12805,8950,4738,458,249,551,205,277,220,348,148,1340,161,209,329,176,11100,6769,6769,6387,382,0,4331,52691.0,19059.0,4422,3327,8503,1606,5525,5692,1589,712,414,1002,60.98,5.64,37.63,1.75,0.06,92.43
76177,21967,732,759,421,130,198,508,1120,870,1045,869,882,669,577,53,351,119,141,164,103,47,39,756,947,743,189,399,1118,882,902,1270,1158,403,568,654,118,235,219,404,138,68,147,102,21967,13494,2525,193,1805,0,2220,1730,21967,17473,4494,14317,7049,94,0,0,0,11,0,0,6,1299,500,1301,617,2290,17378,13868,13868,12924,944,0,3510,102719.0,46989.0,8720,4677,14849,1691,10638,7149,1299,500,1301,2918,79.8,6.81,61.43,11.49,8.22,20.46
76179,74074,3219,3301,3693,1138,752,1171,1696,3635,3286,3283,1889,2690,2055,757,1173,465,674,1108,318,188,204,3058,2840,2726,2166,753,836,1924,3817,3355,2713,2495,2157,2541,668,839,726,455,938,516,330,116,74074,50107,7065,123,2375,51,5909,8444,74074,51146,22928,47011,23421,271,20,107,446,276,203,287,321,6937,1309,3600,2656,4788,53822,39189,38963,37571,1392,226,14633,106288.0,40060.0,24505,22141,44485,6038,32940,24300,6957,1416,4046,7923,72.81,3.57,67.64,9.54,3.21,30.95
76180,37271,661,809,1441,755,681,708,1468,1473,1182,1098,1157,875,1024,385,651,353,539,690,426,198,358,1241,1016,1448,528,367,885,1547,1304,1429,1258,1363,765,1072,741,432,506,749,702,783,422,603,37271,25836,3237,460,1417,17,2124,4180,37271,28840,8431,25553,11877,281,55,55,74,9,149,179,215,2648,942,2361,1112,2588,30137,21118,21017,20237,780,101,9019,76416.0,38121.0,14943,7899,21865,6329,14919,12552,2703,997,2435,3858,70.07,3.71,69.32,8.69,3.8,22.62
76182,30509,1084,1007,1082,892,324,538,430,974,859,816,893,1155,1297,534,713,439,469,603,364,236,141,914,808,959,650,238,326,630,1215,1074,845,1055,1109,1396,366,883,617,422,869,456,236,200,30509,24529,1212,260,1055,1,663,2789,30509,25752,4757,21296,9923,54,0,10,59,155,6,49,131,1796,786,1840,893,2764,24226,16475,16466,16064,402,9,7751,110669.0,53988.0,11252,7396,17670,5052,11055,10157,1796,796,1899,3818,68.01,2.44,80.4,3.97,3.46,15.59
76201,28345,201,428,442,138,1521,2319,2065,1228,941,406,388,307,569,209,183,69,114,206,144,34,110,334,237,383,197,2601,1892,1426,727,586,419,365,190,380,106,277,203,171,255,94,150,384,28345,19146,3763,116,1770,0,1283,2267,28345,23293,5052,12706,6973,44,59,109,56,149,57,78,66,1020,552,1289,654,1920,26280,18018,18018,16793,1225,0,8262,37703.0,23412.0,11217,2360,19105,1934,9048,7161,1079,661,1345,2780,68.56,6.8,67.55,13.28,6.24,17.82
76203,1026,0,0,0,146,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,385,278,0,212,0,71,80,1026,866,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,352,352,330,22,0,674,,3563.0,0,414,446,0,0,0,0,0,0,0,34.31,6.25,37.52,27.1,20.66,15.59
76205,20734,601,345,349,325,312,1078,1886,1165,627,413,634,748,264,76,205,88,238,306,148,88,56,288,199,630,202,579,1165,1237,639,279,547,473,512,659,88,452,139,235,183,382,117,90,20734,13221,3077,84,677,12,915,2748,20734,15098,5636,12974,6942,271,0,143,27,182,29,63,68,1355,489,1245,233,2127,18178,12718,12718,11974,744,0,5460,60196.0,32231.0,7698,2939,14038,2070,9160,7344,1355,632,1272,2571,69.96,5.85,63.76,14.84,3.27,27.18
76207,16685,374,473,423,201,138,499,775,746,627,405,266,109,402,78,333,115,405,680,633,282,134,310,446,361,196,123,471,574,380,498,438,490,256,339,164,456,257,327,813,328,447,141,16685,12266,1149,384,221,0,1026,1639,16685,12973,3712,11898,5990,213,47,0,81,81,42,25,41,1013,177,1036,503,1591,14092,8242,8242,7942,300,0,5850,88152.0,42300.0,6578,2784,8567,4562,5564,6269,1060,177,1117,2217,58.49,3.64,73.52,6.89,1.32,22.25
76208,27364,1022,1140,954,692,434,637,702,1422,755,826,1099,637,945,286,417,152,312,274,165,216,162,921,1602,848,650,328,439,1234,739,961,1087,1153,1046,758,183,276,165,303,360,267,182,330,27364,18618,2732,621,861,0,1516,3016,27364,19212,8152,17414,8370,240,0,184,19,119,63,90,158,1572,645,1628,696,1791,20494,13785,13785,13294,491,0,6709,100314.0,39721.0,8373,7829,16364,2888,11661,8858,1572,829,1647,2669,67.26,3.56,68.04,9.98,3.15,29.79
76209,27538,1208,842,901,403,394,1324,856,1296,1053,673,559,743,578,321,239,262,265,446,128,93,307,766,554,789,426,964,817,1871,1233,752,719,632,602,851,324,605,210,348,306,259,226,199,27538,19079,3066,111,454,16,1999,2813,27538,19156,8382,16956,7819,303,17,127,78,146,29,185,162,1645,914,1252,301,1393,22244,15593,15593,14891,702,0,6651,69090.0,32204.0,10591,5889,17406,3049,10989,8469,1662,1041,1330,1869,70.1,4.5,69.28,11.13,1.65,30.44
76210,44990,975,1664,1583,1332,714,1102,1477,1532,1548,1852,1927,1619,1285,464,723,414,516,878,637,191,225,1062,942,1257,1019,791,955,1404,1647,1894,1117,1952,1373,1536,719,752,212,755,856,462,344,360,44990,31855,4174,87,1359,14,1617,5884,44990,36316,8674,30671,15288,86,279,99,99,26,172,112,169,2986,1181,2193,1564,4119,36988,25525,25508,24734,774,17,11463,102036.0,47231.0,16099,9834,28383,5850,19342,15655,3265,1280,2292,5881,69.01,3.03,70.8,9.28,3.02,19.28
76225,3093,105,66,79,23,52,35,88,126,40,304,32,108,177,39,101,37,29,53,60,8,4,78,42,40,65,18,55,65,85,65,191,119,82,158,30,39,29,114,67,58,7,10,3093,2992,6,17,0,0,12,66,3093,2939,154,2325,1206,14,2,0,0,2,18,64,32,365,134,324,10,185,2664,1862,1862,1767,95,0,802,75750.0,41983.0,1255,498,2009,476,1305,1316,367,134,324,215,69.89,5.1,96.73,0.19,0.0,4.98
76226,37413,1133,1397,1356,882,311,529,557,871,1304,1508,1353,2035,1713,370,443,237,411,745,213,240,137,1295,1612,1851,1060,118,221,472,1184,1659,1312,1630,1849,1674,350,408,343,406,756,517,96,136,37413,31294,1191,44,1782,0,422,2680,37413,33961,3452,24929,12137,34,0,45,95,0,8,51,23,1154,379,1381,863,5456,28005,18633,18633,18083,550,0,9372,165428.0,69815.0,12723,10586,21871,4237,15734,12245,1154,424,1476,6327,66.53,2.95,83.64,3.18,4.76,9.23
76227,49155,1808,2284,1933,1034,255,689,1538,1970,2469,2241,1722,1628,1074,383,456,348,578,486,284,215,108,1752,2241,1903,897,606,581,1850,2260,2196,2026,1924,1766,1136,300,671,350,936,895,392,188,101,49155,33440,7794,132,1124,5,1265,5395,49155,41402,7753,32491,15500,81,0,21,120,68,34,61,209,3132,1462,2439,1216,4709,36360,27757,27647,26382,1265,110,8603,106113.0,45508.0,17982,13852,29741,4881,23590,15851,3132,1483,2559,6027,76.34,4.58,68.03,15.86,2.29,15.77
76234,20110,510,635,700,634,151,432,373,650,628,739,580,964,635,146,278,170,236,502,144,137,105,591,587,923,491,296,549,572,601,715,727,487,742,607,309,293,335,331,386,327,271,178,20110,16362,230,195,111,37,1581,1594,20110,14413,5697,13168,6287,152,296,53,29,70,27,71,29,1647,648,1236,576,957,15851,10328,10328,10065,263,0,5523,85052.0,39461.0,6805,5071,11474,3122,7778,6539,1943,701,1265,1630,65.16,2.55,81.36,1.14,0.55,28.33
76244,75185,3020,2599,3467,2740,890,1622,1775,2311,2659,4000,2966,2981,1651,1028,1307,161,988,541,208,133,34,2242,3322,4014,2228,625,1189,1491,3315,2401,3662,3279,2754,1869,185,1004,359,743,1143,694,88,212,75185,51865,7034,49,6044,116,3703,6374,75185,61425,13760,45942,22743,93,0,51,93,120,83,8,561,5421,1480,3172,1692,7072,54833,40519,40519,38778,1741,0,14314,116568.0,43262.0,24135,23632,44964,5304,33594,23405,5421,1531,3265,8967,73.9,4.3,68.98,9.36,8.04,18.3
76247,16870,545,1129,530,541,90,409,525,499,839,632,541,668,671,226,297,70,208,132,157,66,17,380,735,443,389,90,263,561,764,439,515,619,643,439,101,355,102,147,348,192,34,286,16870,12790,863,63,170,0,767,2217,16870,14027,2843,11093,5548,52,0,0,59,2,60,0,73,1412,649,1029,732,1193,12910,9247,9247,8746,501,0,3663,107405.0,44381.0,5689,4692,10186,1759,7245,5673,1412,649,1088,1987,71.63,5.42,75.82,5.12,1.01,16.85
76248,40130,1001,1505,1817,1214,622,437,564,974,1211,1209,1460,1929,1686,524,762,335,677,721,477,468,162,1056,1563,1263,1468,537,296,535,897,1153,1207,1909,1750,1580,605,761,568,562,604,669,297,525,40130,33729,1165,43,2397,0,538,2258,40130,36017,4113,26781,13159,115,0,0,10,99,35,9,65,1409,488,1333,844,5327,30954,20695,20598,20004,594,97,10259,161383.0,72426.0,14315,10887,22608,6065,14798,13348,1409,488,1343,6305,66.86,2.88,84.05,2.9,5.97,10.25
76249,9572,262,185,535,256,160,105,229,467,380,412,606,206,228,123,126,18,107,126,60,84,0,209,485,380,197,167,123,210,304,512,328,292,147,186,85,154,204,126,215,175,92,43,9572,7934,204,12,81,0,535,806,9572,8330,1242,6245,3172,57,6,0,0,42,0,18,39,737,367,806,199,744,7487,5378,5378,5211,167,0,2109,103375.0,37740.0,3124,2509,5550,1250,4093,3286,743,367,806,985,71.83,3.11,82.89,2.13,0.85,12.98
76258,7559,159,125,179,141,147,272,304,203,98,104,471,285,371,37,90,183,69,96,146,54,20,263,175,186,91,212,247,128,278,166,184,340,329,252,41,31,61,217,198,169,77,191,7559,5900,251,13,10,105,122,1158,7559,5649,1910,5193,2531,63,0,45,45,195,62,139,47,560,110,439,82,466,6298,3871,3871,3678,193,0,2427,81552.0,46515.0,2791,1319,4590,1481,2890,2780,560,155,484,805,61.46,4.99,78.05,3.32,0.13,25.27
76259,5611,154,231,281,191,11,52,140,220,189,208,120,150,157,189,93,46,84,138,84,16,31,167,114,168,103,19,103,367,134,239,103,210,137,220,31,200,80,42,216,17,24,27,5611,5017,100,7,50,3,99,335,5611,4868,743,3912,1865,5,0,17,4,29,191,45,63,528,175,322,73,257,4290,2922,2922,2843,79,0,1368,82041.0,39105.0,2156,1409,3292,805,2217,1978,528,192,326,550,68.11,2.7,89.41,1.78,0.89,13.24
76262,42072,1531,2006,1475,928,432,648,798,1606,1224,1630,2083,1388,1592,403,610,330,465,845,179,148,205,1480,1805,1801,1000,403,499,1492,1460,1473,1756,1600,1497,1367,550,658,502,391,503,262,312,235,42072,30934,1958,79,2929,0,1788,4384,42072,35701,6371,27564,13506,64,194,20,6,0,204,44,86,1559,644,2206,747,4987,31354,22719,22719,21758,961,0,8635,130524.0,66516.0,14948,12026,25169,4377,18007,13700,1753,664,2212,5938,72.46,4.23,73.53,4.65,6.96,15.14
76266,18546,616,700,876,300,126,355,598,512,536,919,500,500,728,610,449,245,211,128,136,149,22,471,386,389,265,355,337,450,506,663,869,472,514,778,637,343,141,244,557,261,259,49,18546,15572,734,98,254,0,445,1443,18546,15014,3532,12986,6243,92,0,65,88,90,127,100,229,2023,485,1069,340,960,14892,10595,10595,10385,210,0,4297,93327.0,45818.0,6801,4003,11757,2402,7039,6664,2023,550,1157,1517,71.15,1.98,83.96,3.96,1.37,19.04
76267,64,0,13,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,64,40,24,38,24,0,0,0,0,0,0,0,0,24,0,0,0,0,38,38,38,38,0,0,0,,,14,26,38,0,38,24,24,0,0,0,100.0,0.0,100.0,0.0,0.0,37.5
76426,11132,289,448,498,213,110,155,469,434,475,325,616,268,320,163,190,158,166,193,314,81,52,270,352,388,221,121,199,244,170,245,326,526,267,447,201,91,69,189,256,209,114,79,11132,9409,315,192,124,8,648,436,11132,7979,3153,7657,4224,65,84,94,81,31,29,113,204,1383,268,450,375,758,8835,5460,5460,5255,205,0,3375,82346.0,35101.0,3830,2679,6362,1880,4365,4606,1467,362,531,1193,61.8,3.75,84.52,2.83,1.11,28.32
76431,4543,91,245,278,54,40,139,129,96,98,192,49,189,149,116,92,40,163,68,18,90,24,149,143,241,11,63,23,102,224,117,209,73,112,94,51,46,35,51,134,43,23,143,4543,4279,48,0,90,0,72,54,4543,3850,693,2970,1513,34,3,0,13,47,86,100,94,489,211,213,36,144,3349,2064,2064,1894,170,0,1285,70536.0,28998.0,1609,1212,2403,832,1590,1741,492,211,226,313,61.63,8.24,94.19,1.06,1.98,15.25
76439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
76462,4669,109,166,389,47,190,35,60,41,146,350,120,130,237,13,71,28,88,93,10,11,29,175,210,306,17,57,82,25,60,196,252,178,112,205,31,59,37,83,61,36,35,33,4669,4410,0,4,9,7,63,176,4669,3603,1066,2830,1427,29,22,1,55,12,11,17,14,429,94,181,165,203,3310,2332,2330,2234,96,2,978,94167.0,37633.0,1478,1419,2650,544,1670,1487,451,95,236,391,70.45,4.12,94.45,0.0,0.19,22.83
76476,3423,83,171,185,63,35,69,72,68,117,117,138,81,129,31,43,35,55,55,39,20,75,150,91,220,47,0,68,85,128,82,194,88,102,83,60,67,62,14,61,25,48,29,3423,3119,28,0,12,0,27,237,3423,3227,196,2203,1075,2,0,0,41,4,0,24,9,547,130,142,55,91,2516,1546,1546,1499,47,0,970,77130.0,30258.0,1056,1010,1857,518,1272,1110,547,130,183,150,61.45,3.04,91.12,0.82,0.35,5.73
76487,2707,194,94,94,20,76,0,21,71,97,115,133,2,173,8,60,7,68,41,113,32,23,70,165,15,63,100,10,58,41,147,103,30,43,79,7,121,0,40,23,54,32,0,2707,2492,23,9,0,0,18,165,2707,2696,11,1742,964,32,0,0,0,15,4,15,16,346,25,269,81,86,2048,1227,1227,1093,134,0,821,75063.0,33809.0,954,715,1495,433,861,1027,346,25,269,186,59.91,10.92,92.06,0.85,0.0,0.41
76490,39,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,39,0,39,21,21,0,0,0,0,0,0,0,0,0,7,0,14,0,39,39,39,39,0,0,0,,16374.0,21,0,39,0,21,21,0,7,0,14,100.0,0.0,100.0,0.0,0.0,100.0
76623,197,0,3,6,0,0,3,0,11,6,16,2,11,5,0,6,14,3,0,0,0,0,0,11,28,8,0,0,0,11,7,8,5,6,3,5,5,0,0,5,0,9,0,197,156,0,4,0,0,33,4,197,50,147,138,74,0,0,13,1,0,11,6,3,20,3,9,8,0,149,101,101,101,0,0,48,62917.0,36651.0,63,56,110,31,83,83,20,16,10,19,67.79,0.0,79.19,0.0,0.0,74.62
76651,3902,68,107,248,278,40,57,64,54,93,153,116,85,126,119,104,6,116,80,38,29,5,103,162,139,82,48,55,64,69,150,32,115,119,80,127,44,52,81,154,50,33,30,3902,2764,551,14,9,0,263,301,3902,3077,825,2388,1188,20,18,28,29,25,2,22,24,420,108,191,127,99,3001,1712,1712,1662,50,0,1289,63173.0,30390.0,1401,1187,1914,674,1114,1254,438,136,220,253,57.05,2.92,70.84,14.12,0.23,21.14
76670,1934,68,56,47,48,6,33,89,104,46,69,97,69,91,7,19,68,24,32,10,31,4,77,74,32,64,14,16,53,46,65,21,51,33,103,46,20,49,32,47,6,20,0,1934,1339,266,33,0,0,89,207,1934,1373,561,1352,760,11,2,31,11,19,11,22,10,315,92,141,62,13,1547,949,949,854,95,0,598,57206.0,27236.0,626,466,1098,323,743,803,317,123,152,105,61.34,10.01,69.23,13.75,0.0,29.01
